post_id,text_content,hashtags,mentions,keywords,topic_category,platform_id
rb5chps3xcrz,"Confused about with my new Samba from Adidas! Absolutely loving it. #Discount, #MustHave, #Sale Really interested in hearing your thoughts!","#Discount, #MustHave, #Sale",@CelebrityName,"customer, excellent, efficient",Pricing,4
2c86mh7fenaf,"Any advice about Apple's Mac Mini? @ProductTeam, @StyleGuide #CustomerService, #Lifestyle Curious about your experience too.","#CustomerService, #Lifestyle","@ProductTeam, @StyleGuide","budget, recommendation, customer, premium",Delivery,5
elz1l4iobpig,Just tried the MacBook Pro from Apple. Absolutely loving it. #TrendAlert Let me know what you think!,#TrendAlert,,"slow, sustainable, reliable",Support,3
19rskpt5l7k6,"Attended the Toyota SummerDreams event yesterday. Best purchase ever. #Food, #Tech Curious about your experience too.","#Food, #Tech",,"reliable, slow, performance",Marketing,5
es7r51jp46qe,"Comparing Google Pixel Tablet to the competition. Exceeded my expectations. #ProductLaunch, #Quality, #BestValue Would love to get your feedback!","#ProductLaunch, #Quality, #BestValue",@NewsOutlet,"improved, design",Pricing,3
qeronnp8nrt3,"Comparing Toyota Camry to the competition. Does the job. #Trending, #ProductLaunch, #Innovation Really interested in hearing your thoughts!","#Trending, #ProductLaunch, #Innovation",@NewsOutlet,"sustainable, disappointing",Marketing,4
q1gd5ti2lj2j,"How do I fix about Apple's iPhone 15? @MarketingTeam #SpecialOffer, #CustomerService, #NewRelease Really interested in hearing your thoughts!","#SpecialOffer, #CustomerService, #NewRelease",@MarketingTeam,"satisfaction, outdated, poor, reliable",Support,5
uvykn99vr2yj,"Just saw an ad for Apple Mac Mini during the BlackFriday. Disappointed with the quality. #Trending, #ProductLaunch, #Travel","#Trending, #ProductLaunch, #Travel","@BrandSupport, @CustomerService","service, upgraded, performance",Returns,1
veo3zamwavsi,"Amazon SummerDreams is fantastic! Can't wait to see what's coming next. #Trending, #Sustainable Curious about your experience too.","#Trending, #Sustainable","@ProductTeam, @TechHelp","fast, excellent, disappointing",Delivery,4
8f7m6cpywpsz,"Just saw an ad for Adidas Superstar during the InnovationX. Wouldn't recommend. #ProductLaunch, #CustomerService Let me know what you think!","#ProductLaunch, #CustomerService","@TrendSetter, @MarketingTeam","design, competitive, unique, delivery",Support,2
g54564yurscu,"Comparing Nike Zoom Pegasus to the competition. It's okay. #Sustainable, #SpecialOffer Let me know what you think!","#Sustainable, #SpecialOffer",@TrendSetter,"expensive, feature, durable, eco-friendly",Pricing,4
qx2z1pz9ntw7,Samsung HolidaySpecial is disappointing! Can't wait to see what's coming next. #Sale Really interested in hearing your thoughts!,#Sale,,"helpful, service",Marketing,3
xutiut9pqb60,Just saw an ad for Google Nest Thermostat during the NewYearNewYou. It's okay. #Limited Really interested in hearing your thoughts!,#Limited,@InfluencerName,"service, innovation, luxury",Returns,3
7j0n4mixfxdz,"Attended the Google NextGeneration event yesterday. Not worth the money. #Fashion, #Promo Curious about your experience too.","#Fashion, #Promo","@BrandSupport, @TechHelp","feature, budget",Pricing,1
8k76vy7ntmuv,Just tried the Camry from Toyota. Exceeded my expectations. #Food Let me know what you think!,#Food,"@InfluencerName, @ReviewSite","outdated, design, eco-friendly, stylish",Marketing,4
31c0ih9adn7b,Comparing Nike React to the competition. Disappointed with the quality. #Promo Let me know what you think!,#Promo,@BrandSupport,"unique, delivery, experience, value",Delivery,5
byw2wyxw6218,"Just saw an ad for Coca-Cola Coca-Cola Cherry during the NextGeneration. Highly recommend. #Tech, #Sale, #Limited","#Tech, #Sale, #Limited",,"competitive, sustainable, innovation",Returns,4
o7xx2auuv0do,"Comparing Microsoft Surface Duo to the competition. Returning it ASAP. #Eco, #Beauty, #Deal Would love to get your feedback!","#Eco, #Beauty, #Deal",@RetailSupport,"upgraded, amazing, modern",Support,1
byjqu2bwnucd,"My two days review of Adidas Predator: It's okay. #Affordable, #Sale Really interested in hearing your thoughts!","#Affordable, #Sale","@StyleGuide, @CompetitorBrand","budget, price, efficient, outdated",Pricing,1
4yk8g2nespn2,Just tried the Sprite from Coca-Cola. Worth every penny. #Tech Really interested in hearing your thoughts!,#Tech,@IndustryExpert,"luxury, efficient, budget",Returns,4
t6i8f8xsj7t7,"Has anyone else experienced software bugs with Adidas's NMD? Worth every penny. @NewsOutlet #CustomerService, #Premium","#CustomerService, #Premium",@NewsOutlet,"competitive, price",Delivery,3
n8p8fer1bzi3,Attended the Samsung InnovationX event yesterday. Absolutely loving it. #Trending Let me know what you think!,#Trending,@TechHelp,"traditional, excellent, responsive",Marketing,4
tp08yrflbjgs,My three months review of Nike Air Jordan: Disappointed with the quality. #Sustainable Let me know what you think!,#Sustainable,"@NewsOutlet, @TechHelp","price, satisfaction",Pricing,3
xgjfrqu2lbeh,My one year review of Coca-Cola Coca-Cola Vanilla: Best purchase ever. #ProductLaunch Curious about your experience too.,#ProductLaunch,@IndustryExpert,"experience, luxury",Marketing,3
joliireqsbn1,Comparing Samsung Galaxy Z Fold to the competition. Not worth the money. #CustomerService Curious about your experience too.,#CustomerService,"@RetailSupport, @BrandSupport","satisfaction, innovation, design",Delivery,4
bcrlrxyxywu5,How do I fix about Amazon's Ring Camera?  #ProductLaunch Really interested in hearing your thoughts!,#ProductLaunch,,"responsive, design, excellent",Marketing,2
lms22iiiego6,"Attended the Apple BackToSchool event yesterday. Worth every penny. #Eco, #Quality, #ProductLaunch Let me know what you think!","#Eco, #Quality, #ProductLaunch","@TechHelp, @CompetitorBrand","luxury, feature, outdated, upgraded",Pricing,2
ntm2o58ql4tl,"Just unboxed my new Surface Laptop from Microsoft. Wouldn't recommend. Thrilled #TrendAlert, #Discount Let me know what you think!","#TrendAlert, #Discount",,"value, responsive, quality",Marketing,3
fm4s5d0yh2h7,Just unboxed my new Surface Pro from Microsoft. Worth every penny. Fed up #Deal Let me know what you think!,#Deal,"@CelebrityName, @ReviewSite","innovation, slow, competitive, satisfaction",Product,3
8d229k99ejhx,Just unboxed my new iMac from Apple. Exceeded my expectations. Frustrated #Premium Would love to get your feedback!,#Premium,"@CustomerService, @MarketingTeam","customer, service, premium",Returns,1
8149arf374eb,"Just tried the Pepsi Lime from Pepsi. Mixed feelings about it. #Fitness, #Innovation, #BestValue Curious about your experience too.","#Fitness, #Innovation, #BestValue","@MarketingTeam, @RetailSupport","value, disappointing, budget",Support,3
ke676kwztzs9,Not sure why with my new Eero WiFi from Amazon! Highly recommend. #CustomerService Would love to get your feedback!,#CustomerService,"@BrandSupport, @ReviewSite","stylish, slow, cheap",Returns,3
dlp6egaetzzm,"My one week review of Apple iMac: Wouldn't recommend. #Reviews, #Eco, #BestValue Would love to get your feedback!","#Reviews, #Eco, #BestValue",@MarketingTeam,"competitive, luxury, customer",Marketing,5
ci43a8zpj9h5,"Just tried the iPad Air from Apple. Absolutely loving it. #Reviews, #Eco Let me know what you think!","#Reviews, #Eco",@BrandSupport,"disappointing, efficient, modern",Delivery,2
ujr752md4dlk,"Delighted with my new Pixel Buds from Google! Disappointed with the quality. #Fitness, #Reviews, #Limited","#Fitness, #Reviews, #Limited",,"innovation, improved, modern, traditional",Pricing,5
t0yp84okylwv,"Delighted with my new React from Nike! Had issues with it. #Eco, #Health Would love to get your feedback!","#Eco, #Health","@ProductTeam, @TechHelp","budget, slow, poor, recommendation",Support,3
5nwcumgr731e,"Just unboxed my new Pixel Watch from Google. Had issues with it. Cannot believe #ProductLaunch, #BestValue","#ProductLaunch, #BestValue","@IndustryExpert, @MarketingTeam","efficient, stylish, service, luxury",Support,5
icpv9jjtze8r,"What's your opinion about Toyota's Prius? @RetailSupport #Limited, #NewRelease, #BestValue Really interested in hearing your thoughts!","#Limited, #NewRelease, #BestValue",@RetailSupport,"durable, recommendation",Returns,3
z8d1uj910ziz,"Just unboxed my new Highlander from Toyota. Had issues with it. Cannot believe #Trending, #Lifestyle","#Trending, #Lifestyle",@RetailSupport,"helpful, improved, user-friendly",Product,1
fris4txbphml,"Attended the Toyota LoyaltyRewards event yesterday. Absolutely loving it. #Deal, #ProductLaunch, #Health Would love to get your feedback!","#Deal, #ProductLaunch, #Health","@TechHelp, @TrendSetter","design, amazing, sustainable, recommendation",Delivery,4
9aebqwidw4n6,"Has anyone else experienced software bugs with Toyota's RAV4? Returning it ASAP. @NewsOutlet #Discount, #Travel, #NewRelease","#Discount, #Travel, #NewRelease",@NewsOutlet,"luxury, feature, design",Pricing,3
3bqu7tkldq82,"Attended the Microsoft GlobalCampaign event yesterday. Had issues with it. #Fashion, #Eco Curious about your experience too.","#Fashion, #Eco",@ProductTeam,"sustainable, durable, customer, fast",Returns,1
pz3anh5lu0op,"Fed up with my new AirPods Pro from Apple! Returning it ASAP. #Limited, #Tech, #Fashion","#Limited, #Tech, #Fashion",@StyleGuide,"innovation, experience, cheap, luxury",Product,1
m1rha3ur5ui0,"Has anyone else experienced delivery delays with Adidas's NMD? Best purchase ever. @RetailSupport #Trending, #Reviews, #Fashion","#Trending, #Reviews, #Fashion",@RetailSupport,"luxury, improved, modern",Returns,1
f0zh7d2du0av,"Comparing Coca-Cola Coca-Cola Vanilla to the competition. Not bad. #Affordable, #Beauty, #Trending Curious about your experience too.","#Affordable, #Beauty, #Trending",@ProductTeam,"expensive, delivery",Delivery,1
jpi0r4z6lglu,My six months review of Microsoft Surface Laptop: It's okay. #Deal Would love to get your feedback!,#Deal,,"amazing, eco-friendly, delivery",Support,1
i3l1ksi9fmq8,"Just tried the Galaxy Watch from Samsung. Had issues with it. #Limited, #Trending, #Premium Really interested in hearing your thoughts!","#Limited, #Trending, #Premium",@RetailSupport,"competitive, improved, feature",Delivery,5
jh5hq8q41rq8,My two days review of Nike Air Max: Not worth the money. #Beauty Would love to get your feedback!,#Beauty,,"modern, premium",Product,4
06h8cm4e5ouf,"Has anyone else experienced customer service with Coca-Cola's Sprite? Mixed feelings about it.  #BestValue, #CustomerService","#BestValue, #CustomerService",,"unique, durable",Returns,4
po8vcg83oomy,Attended the Microsoft SummerDreams event yesterday. Does the job. #Health Let me know what you think!,#Health,"@BrandSupport, @CustomerService","amazing, quality, modern, innovation",Support,1
p6se3ndfcyay,"Super excited with my new Surface Laptop from Microsoft! Best purchase ever. #Promo, #NewRelease Let me know what you think!","#Promo, #NewRelease",@IndustryExpert,"slow, design",Marketing,5
m5cyv73yvblo,"Just tried the Vision Pro from Apple. Had issues with it. #Travel, #CustomerService, #Premium Really interested in hearing your thoughts!","#Travel, #CustomerService, #Premium","@ReviewSite, @CelebrityName","premium, competitive, budget",Support,2
769dj8n69u3w,"Just tried the Pepsi Zero Sugar from Pepsi. Absolutely loving it. #Exclusive, #Promo Would love to get your feedback!","#Exclusive, #Promo",@ReviewSite,"helpful, durable",Pricing,4
524m3ugo8fby,"My six months review of Google Pixel Watch: Had issues with it. #Deal, #Premium Curious about your experience too.","#Deal, #Premium",,"recommendation, competitive, innovation",Pricing,5
4dw31m76j7gn,"Just unboxed my new Stan Smith from Adidas. Absolutely loving it. Loving it #Trending, #BestValue, #Limited","#Trending, #BestValue, #Limited","@InfluencerName, @RetailSupport","experience, durable, expensive",Returns,5
x32o7fyayf4a,"Attended the Apple SpringBlast2025 event yesterday. Best purchase ever. #Discount, #Innovation, #Sale Curious about your experience too.","#Discount, #Innovation, #Sale",,"reliable, price, quality",Pricing,1
7sjx0lzcmij6,Attended the Coca-Cola PowerRelease event yesterday. Highly recommend. #Health Let me know what you think!,#Health,"@BrandCEO, @ProductTeam","durable, quality, helpful, budget",Product,4
lx093kpev3v8,"Just saw an ad for Amazon Fire TV during the SummerSale. Highly recommend. #Promo, #TrendAlert, #Affordable","#Promo, #TrendAlert, #Affordable",,"innovation, durable, feature",Pricing,4
hlcpvooco0ra,Comparing Adidas Gazelle to the competition. Not worth the money. #BestValue Really interested in hearing your thoughts!,#BestValue,@TechHelp,"satisfaction, fast",Product,5
k5am694pzxo8,"Attended the Pepsi BackToSchool event yesterday. Exceeded my expectations. #Deal, #MustHave, #Affordable Curious about your experience too.","#Deal, #MustHave, #Affordable","@RetailSupport, @CompetitorBrand","performance, reliable, expensive, quality",Marketing,2
djdkit4n0rt1,"Confused about with my new Crystal Pepsi from Pepsi! Returning it ASAP. #Fashion, #Beauty Would love to get your feedback!","#Fashion, #Beauty",@TechHelp,"satisfaction, premium, responsive, experience",Pricing,1
iiicuf3wwyo8,"Has anyone else experienced software bugs with Apple's MacBook Pro? Worth every penny. @TrendSetter #Beauty, #Premium","#Beauty, #Premium",@TrendSetter,"improved, helpful",Returns,2
b67ekkuz8bd0,"My one week review of Google Nest Thermostat: Absolutely loving it. #Exclusive, #Beauty, #Reviews Would love to get your feedback!","#Exclusive, #Beauty, #Reviews",@NewsOutlet,"poor, upgraded, price, expensive",Product,3
9jn674ytody9,"Just unboxed my new Tacoma from Toyota. Best purchase ever. Fed up #Tech, #Discount, #Fashion","#Tech, #Discount, #Fashion",@ReviewSite,"budget, poor, improved",Pricing,1
lofijo12108h,"Has anyone else experienced customer service with Google's Nest Thermostat? Absolutely loving it. @CompetitorBrand, @BrandSupport #Tech, #Affordable","#Tech, #Affordable","@CompetitorBrand, @BrandSupport","modern, helpful, innovation, improved",Support,2
zplv8x5bam6m,"Has anyone else experienced connectivity issues with Amazon's Fire TV? Wouldn't recommend.  #MustHave, #Fitness Curious about your experience too.","#MustHave, #Fitness",,"value, service, sustainable",Support,2
5anw62s9mp5e,"Just saw an ad for Microsoft Xbox Elite Controller during the InnovationX. Highly recommend. #Limited, #Innovation","#Limited, #Innovation",@TechHelp,"innovation, modern",Returns,1
98dwr4xtew6u,Attended the Coca-Cola SummerSale event yesterday. Not worth the money. #Fitness Really interested in hearing your thoughts!,#Fitness,@IndustryExpert,"value, competitive, slow",Marketing,2
lhp0ec2dxfpa,"Nike WinterWonders is fantastic! Can't wait to see what's coming next. #ProductLaunch, #Deal, #Fitness Curious about your experience too.","#ProductLaunch, #Deal, #Fitness",@ReviewSite,"upgraded, expensive, modern, competitive",Marketing,4
uz9777qalkcj,Nike ValentinesDeals is fantastic! Can't wait to see what's coming next. #Food Would love to get your feedback!,#Food,,"performance, premium, luxury",Pricing,3
vdoszm0rwmj5,"Coca-Cola InnovationX is fantastic! Can't wait to see what's coming next. #Trending, #Health Really interested in hearing your thoughts!","#Trending, #Health","@ReviewSite, @MarketingTeam","performance, fast, innovation",Marketing,1
2benzkazmq0n,"Just tried the Prius from Toyota. Returning it ASAP. #Trending, #ProductLaunch Curious about your experience too.","#Trending, #ProductLaunch",@ProductTeam,"recommendation, luxury, poor",Pricing,5
q14aaqfzc8tq,"Just saw an ad for Adidas Ultraboost during the BlackFriday. Worth every penny. #Sale, #Lifestyle, #Fashion","#Sale, #Lifestyle, #Fashion","@StyleGuide, @RetailSupport","budget, improved, recommendation",Product,4
